3.5962 29 274 -118.34 550 1597 1220 301 36 -120.89 -117.3 632 33.96 262 40.31 -121.24 
3.9696 9 795 -121.45 379 352 2430 41 25 -117.19 -121.2 99 35.36 34 34.01 -117.61 
2.2417 44 230 -120.38 235 833 3287 188 48 -118.88 -121.48 652 33.26 165 38.09 -122.25 
2.6713 52 300 -117.32 345 867 3694 199 52 -119.19 -117.58 391 36.83 187 36.62 -121.92 
2.1658 44 442 -117.7 244 1947 361 383 29 -118.33 -117.99 925 37.3 337 39.5 -121.58 
4.5417 28 169 -115.37 547 2692 1416 477 21 -120.77 -121.94 1330 37.39 456 34.25 -118.47 
5.451 18 152 -121.06 261 2922 1435 507 35 -122.22 -119.82 1130 33.12 485 34.17 -118.43 
5.4218 34 224 -121.59 333 4274 4251 715 16 -118.42 -118.34 2240 34.04 704 37.23 -121.76 
3.2813 34 737 -117.77 1673 940 2373 219 46 -121.94 -119.51 599 33.95 214 33.89 -118.16 
5.2485 34 277 -120.15 1344 1813 3741 313 35 -117.85 -119.9 825 33.83 316 33.94 -118.12 
2.5363 16 666 -122.83 724 2526 1876 579 44 -121.96 -122 1423 38.39 573 33.97 -118.33 
2.6902 17 372 -118.3 310 2052 1880 405 17 -121.21 -118.05 975 33.92 340 36.8 -119.24 
1.8667 21 432 -122.43 478 1325 1898 280 50 -118.19 -118.02 811 33.67 281 36.74 -119.77 
6.3767 23 478 -122.24 550 3930 1802 661 24 -117.86 -118.27 1831 33.73 616 33.67 -117.81 
2.2448 28 163 -117.8 103 1815 1155 375 20 -121.28 -118.44 1665 33.34 357 36.7 -119.54 
0.8907 15 195 -122.71 272 80 1819 26 34 -124.09 -121.69 125 39.16 35 34.12 -118.24 
5.5942 33 216 -120.06 625 3136 1882 501 5 -117.7 -117.23 1327 36.83 467 38.13 -121.32 
3.6964 14 211 -118.56 841 3652 5464 967 47 -117.76 -117.91 1438 39.15 887 34.06 -118.4 
1.2434 22 40 -120.85 688 249 4213 78 52 -122.1 -118.45 396 34.66 85 37.8 -122.27 
4.5337 25 19 -117.83 753 4077 878 777 31 -121.62 -119.86 2544 38.26 738 37.68 -122.47 
5.5501 19 626 -118.25 123 3318 2303 502 17 -118.09 -122.27 1520 35.29 498 33.72 -117.92 
4.918 36 584 -117.11 657 1820 2910 313 36 -122.04 -117.86 899 34.28 295 33.83 -118.11 
4.2237 15 180 -117.09 360 5024 4401 881 25 -121.94 -117.1 1994 34.14 838 38.27 -122.45 
6.077 13 330 -118.35 414 1973 2437 367 34 -118.42 -118.18 843 33.89 345 33.88 -118.39 
4.375 42 529 -117.98 297 1596 6875 276 52 -122.04 -118.2 642 37.32 273 37.74 -122.45 
5.0476 18 999 -120.02 704 1258 3005 333 32 -123.53 -118.43 645 34.15 334 33.73 -118.11 
1.4384 15 174 -118.63 619 3223 2635 940 5 -120.6 -117.76 3284 35.26 854 32.55 -117.06 
3.017 31 915 -122.07 451 224 1788 38 52 -118.49 -121.3 120 32.76 45 39.25 -122.08 
1.1553 52 91 -122.17 1089 2289 2663 611 12 -118.4 -119.2 919 32.91 540 38.54 -122.81 
4.7794 24 703 -121.89 208 1669 1239 276 26 -118.17 -117.67 951 34.21 278 37.44 -121.91 
3.1042 13 393 -120.97 398 1091 48 269 37 -117 -118.4 905 36.72 242 34.07 -118.03 
2.565 20 190 -116.32 864 3457 4076 1021 52 -120.13 -118.46 2286 33.91 994 37.79 -122.42 
5.8838 21 115 -116.99 449 4650 1831 748 24 -121.41 -122.27 2374 33.81 702 34.24 -119.02 
3.6034 46 734 -117.96 292 1414 972 463 16 -120.15 -118.61 793 38.82 439 34.44 -119.82 
3.8672 16 438 -124.22 365 1007 2468 224 42 -122.36 -121.25 776 34.07 228 33.9 -118.07 
2.6368 25 179 -118.24 343 2123 4140 387 34 -122.43 -119.07 1310 35.34 368 37.72 -121.22 
2.5568 44 419 -118.22 356 1359 2307 359 35 -119.26 -118.15 655 33.72 341 34.01 -118.34 
3.1364 23 553 -117.86 804 2817 1295 604 30 -121.13 -117.86 1089 32.8 412 34.81 -118.95 
4.825 29 681 -119.8 538 2578 3137 551 13 -122.03 -120.85 1680 33.97 528 37.59 -122.07 
3.3017 35 39 -117.16 393 639 1197 197 5 -122.41 -122.02 666 34.03 197 33.74 -117.93 
2.5982 24 412 -122.33 69 2210 1330 643 42 -117.62 -121.94 1228 37.35 605 34.09 -118.35 
3.5607 36 19 -118.34 315 3691 2491 640 21 -121.98 -120.25 1758 37.71 603 38.83 -121.21 
4.2898 11 1451 -117.97 352 1975 3275 389 40 -117.99 -121.42 1116 37.44 378 34.09 -118.06 
2.4931 15 7 -118.03 1141 2136 1190 557 26 -117.81 -121.96 1528 33.94 537 33.78 -117.96 
4 31 312 -117.35 437 5257 2567 1360 37 -118.16 -118.18 2128 34.1 1264 37.45 -122.18 
0.6775 47 639 -122.46 232 2806 2352 1944 52 -117.66 -122.49 2232 34.3 1605 34.05 -118.25 
3.5504 50 219 -117.05 158 5873 4291 1455 11 -116.87 -117.97 3089 34.02 1365 34.18 -118.85 
3.0978 22 684 -117.2 851 2459 2809 492 28 -122.91 -122.16 1230 33.87 498 34.08 -117.68 
4.5461 21 499 -120.87 335 2819 1471 479 16 -120.24 -117.74 1068 34.02 365 35.1 -120.3 
15.0001 29 375 -118.08 578 1482 3914 171 52 -118.34 -117.13 531 33.54 161 34.07 -118.33 
2.6023 52 705 -119.73 575 2364 5775 631 14 -117.25 -118 1300 33.71 625 38.46 -122.66 
6.7851 20 919 -118.25 634 2964 2432 436 45 -119.62 -118.38 1067 33.93 426 37.81 -122.2 
3.1645 25 679 -118.47 679 1358 4077 231 37 -119.34 -122.13 586 38.61 214 37.52 -121.14 
3.1797 17 5 -117.92 625 707 6352 166 48 -122.42 -122.17 458 34.4 172 38.44 -122.72 
2.9624 42 356 -122.04 625 7963 2246 1881 16 -117.86 -118.31 3769 34.23 1804 32.77 -117.04 
4.6875 16 224 -122.26 416 1742 3170 340 36 -122.31 -117.92 857 35.34 341 33.82 -118.11 
2.8672 32 739 -122.48 632 1692 543 398 30 -121.48 -118.43 1130 32.85 365 34.06 -118.13 
3.9167 17 108 -117.85 342 2625 1805 673 20 -121.8 -119.04 1184 33.77 606 33.74 -118.3 
2.6182 39 595 -118.23 417 1617 1172 493 34 -119.74 -120.25 1530 37.69 500 33.91 -118.3 
1.3882 23 464 -117.97 1154 1059 1751 268 47 -122.14 -121.56 693 33.8 241 36.33 -119.65 
2.6944 17 247 -117.92 164 1216 2434 240 36 -118.31 -118.15 647 34.16 228 40.54 -122.38 
3.9565 33 453 -121.72 451 2675 1980 585 48 -117.91 -118.39 1773 33.87 540 37.72 -122.44 
2.875 10 487 -118.17 391 1788 2181 368 44 -118.49 -117.27 933 37.85 329 37.95 -122.34 
3.2955 52 418 -120.65 203 3874 319 676 19 -118.25 -117.09 2441 34.07 707 37.35 -120.6 
6.7544 52 315 -118.08 197 3358 1433 504 11 -120.87 -118.43 1690 33.8 482 34.02 -117.66 
5.1298 36 544 -117.64 528 2248 1728 448 17 -118.03 -121.56 878 33.89 423 33.41 -117.59 
3.3239 36 387 -119.78 389 3995 1038 778 9 -118.48 -121.48 1691 36.9 712 36.82 -119.85 
4.0328 29 5 -122.41 595 2690 1834 459 16 -122.28 -117.14 1253 33.97 393 33.2 -117.15 
4.0833 40 590 -119.71 235 5001 1703 830 20 -122.27 -117.97 2330 36.75 830 38.64 -121.3 
4.0426 31 844 -121.86 696 2809 2705 450 15 -121.28 -122.44 1267 33.89 408 39.23 -121 
3.9024 52 428 -122.43 448 3853 989 761 13 -121.01 -118.15 1685 33.16 669 34.03 -117.32 
3.4543 28 947 -118.02 527 4609 3815 1005 12 -117.9 -119.63 2293 33.17 960 38.32 -122.28 
4.9562 38 824 -120.45 283 455 1911 92 45 -122.45 -120.48 394 33.67 89 33.82 -118.21 
4.7083 18 278 -118.56 720 4461 2347 864 20 -117.29 -118.4 2042 34.08 808 37.32 -121.99 
5.1149 27 170 -118.3 702 2199 2933 361 22 -122.18 -118.96 1270 34.2 386 37.31 -121.79 
3.2833 26 367 -122.87 652 1462 2206 241 33 -121.83 -122.69 569 37.16 231 39.5 -121.52 
4.375 31 2267 -117.7 60 1371 1875 236 33 -117.14 -117.38 715 37.33 227 33.93 -117.44 
3.6654 52 572 -117.88 417 881 1716 159 35 -119.18 -117.71 605 39.5 170 33.91 -118.32 
7.7773 37 201 -116.01 352 1054 3944 209 33 -121.72 -122.29 400 37.67 161 37.34 -122.38 
4.2716 21 213 -122.39 426 3659 1067 652 9 -121.45 -117.32 1889 33.95 632 38.53 -122.78 
5.6482 14 407 -122.41 270 1651 1776 269 35 -117.76 -118.49 707 36.09 252 33.9 -118.37 
3.8904 44 472 -120.84 433 3049 2079 582 21 -122.26 -118.14 2355 37.96 585 32.71 -116.99 
2.1927 42 598 -121.51 587 3245 1963 1190 29 -122.31 -115.55 3906 34.04 1102 34.09 -118.3 
2.7955 34 300 -118.25 518 1796 2246 380 23 -121.15 -119.25 939 35.63 330 38.69 -122.03 
2.5352 19 542 -117.23 753 4495 4524 856 13 -121.37 -121.81 1149 37.74 459 38.25 -120.37 
3.7414 52 624 -118.8 562 2049 3024 330 29 -118.15 -119.33 787 36.34 309 38.5 -121.5 
8.758 25 379 -117.11 568 2040 4466 294 30 -118.3 -120.37 787 37.89 278 37.35 -122.06 
4.2083 36 288 -119.32 778 1729 2666 396 33 -118.34 -117.09 1073 37.28 344 33.91 -118.32 
7.5 15 257 -117.06 2837 2580 1764 372 8 -118.03 -118.31 1111 33.8 393 36.85 -119.88 
4.5458 36 90 -118.01 615 4685 3913 965 6 -121.64 -118.15 2180 38.11 909 34.28 -118.77 
2.8676 23 441 -119.3 185 1055 2949 211 30 -118.08 -118.31 629 36.98 170 37.95 -121.22 
6.9473 21 361 -118.88 753 7357 2746 963 19 -117.08 -117.89 3018 37.78 981 37.23 -121.87 
2.6696 32 647 -119.18 234 2010 1582 433 19 -121.3 -118.17 910 37.47 390 37.98 -120.4 
4.4567 17 780 -121.95 517 2183 1379 364 27 -117.3 -118.32 1458 39.29 388 34.17 -119.19 
4.4375 35 654 -118.23 359 12045 765 2162 5 -119.84 -118.09 5640 38.6 1997 33.09 -117.1 
4.9107 33 626 -122.89 631 2511 301 465 19 -118.19 -118.74 1551 37.66 450 36.84 -121.7 
2.6442 36 389 -118.33 654 859 1237 239 47 -122.48 -122.47 913 39.51 234 34.09 -118.23 
5.0947 52 279 -117.19 1222 1358 2130 247 33 -117.73 -122.5 738 38.61 235 34.26 -118.46 
1.6641 17 474 -121.82 214 1009 1904 225 43 -122.25 -122.58 604 37.32 218 38.63 -121.43 
3.2833 4 444 -117.06 273 1340 3857 298 38 -122.31 -122.07 766 40.99 241 37.95 -122.34 
1.5909 52 245 -117.25 170 626 3100 256 44 -118.34 -122.01 572 37.75 229 32.72 -117.17 
5.0483 19 691 -118.54 678 1770 1607 362 35 -118.49 -122.09 1083 33.8 355 34.2 -118.56 
3.0139 16 618 -118.07 621 4091 1234 864 11 -118.3 -118.38 1927 33.67 765 33.15 -117.2 
3.1378 39 266 -122.41 709 2312 3216 592 13 -117.97 -118.16 2038 38.54 559 33.92 -117.95 
2.125 13 420 -120.97 877 1149 1277 280 37 -117.06 -118.16 1016 37.95 250 33.88 -118.22 
2.5272 8 389 -117.08 1043 4937 1781 1139 5 -121.02 -118.31 2204 37.72 812 34.1 -117.41 
4.1029 48 446 -122.44 520 393 3606 76 33 -117.98 -118.59 330 37.64 80 32.58 -117.1 
2.824 17 619 -116.91 136 2149 4407 527 36 -122.02 -121.76 1359 37.74 481 33.97 -118.03 
3.1513 8 380 -118.1 411 2591 5083 486 10 -120 -118.12 1255 33.71 425 33.71 -117.34 
3.5179 30 223 -117.71 469 3058 1544 567 37 -121.66 -117.91 1351 36.97 523 38.01 -121.8 
3.6797 4 548 -118.24 690 6638 554 1634 21 -118.4 -117.94 3240 37.81 1568 33.79 -118.32 
2.567 22 298 -121.98 676 3157 3929 637 21 -117.36 -122.73 2268 33.96 620 37.38 -120.64 
2.2292 21 161 -119.8 656 2899 1645 745 5 -122 -116.95 1593 36.98 633 37.51 -120.85 
2.7679 9 1649 -118.26 374 1091 1087 233 33 -117.95 -115.58 890 39.83 226 34.01 -118.08 
3.0139 39 362 -118.3 460 2053 3201 382 34 -118.19 -117.28 1258 37.31 380 33.92 -118.3 
3.8068 27 616 -122.62 1446 1752 14281 328 19 -122.58 -118.11 873 39.04 336 38.11 -122.6 
2.3456 10 32 -119.69 460 2112 3674 493 45 -118.39 -118.37 1406 36.95 452 37.94 -122.35 
3.025 31 828 -118.24 555 1808 2459 440 25 -117.07 -119.57 1342 33.37 454 33.88 -117.87 
3.1667 27 281 -118.38 303 1146 2334 338 28 -122.36 -118.09 672 32.83 292 33.05 -117.29 
2.5893 20 162 -117.03 376 3494 1750 662 29 -120.05 -118.53 1781 34.89 616 36.8 -119.76 
5.1282 39 772 -117.66 468 2683 3759 475 35 -121.81 -118.21 1498 34.23 484 37.59 -122.49 
9.1531 27 1635 -118.37 685 494 1856 81 25 -122.25 -121.96 254 35.49 85 37.74 -121.77 
6.5954 38 273 -117.93 465 2036 2090 272 17 -115.57 -122.2 713 34.02 265 33.44 -117.61 
5.6856 20 149 -118.36 348 2254 3129 400 9 -118.35 -121.95 694 32.74 243 39.36 -120.15 
4.1674 9 213 -117.82 563 3163 2207 832 10 -117.14 -122.4 1537 33.75 797 37.28 -121.93 
3.8819 28 621 -117.93 236 1489 1041 304 39 -122.02 -122.11 700 38.26 268 34.44 -119.72 
2.7153 36 325 -118.1 74 1111 2850 226 16 -121.92 -117.36 317 34.16 199 37.3 -121.93 
3.2619 45 1045 -122.03 98 2019 870 411 25 -122.41 -118.01 888 40.57 326 38.04 -121.63 
4.0921 12 458 -119.59 951 2192 1578 406 20 -117.09 -116.94 1766 33.66 393 32.69 -117.07 
5.1874 37 181 -121.31 309 1816 6577 338 42 -117.09 -122.04 897 34.14 306 33.89 -118.33 
7.8336 20 391 -117.9 569 2489 2723 314 25 -117.27 -117.19 911 34.1 309 32.79 -117.07 
3.8571 37 222 -122.28 40 1004 14652 220 34 -123.53 -117.09 772 34.23 217 34.12 -117.87 
4.7831 18 280 -117.87 500 3421 1287 656 24 -117.53 -121.4 2220 32.92 645 34.22 -119.03 
5.131 29 663 -121.02 402 4013 2034 673 17 -120.64 -118.29 2263 34.03 661 32.84 -117.02 
3.625 25 356 -118.28 290 2453 2460 648 28 -119.73 -121.92 1082 33.79 617 32.79 -117.23 
10.8805 31 359 -118.49 508 7665 1401 999 10 -120.45 -117 3517 33.66 998 34.28 -118.54 
2.7019 25 1190 -117.78 160 2431 1683 655 33 -121.34 -117.03 1854 36.62 603 37.67 -122.09 
2.4896 12 529 -118.05 454 1552 4613 290 38 -120.1 -117.98 873 38.67 291 40.79 -124.14 
3.2632 39 466 -122.75 814 2183 1694 465 52 -118.28 -118.86 1129 33.59 460 37.8 -122.22 
2.5395 20 277 -118.3 266 1040 2308 231 35 -118.29 -116.31 1040 34.26 242 34.12 -117.99 
2.9107 39 287 -117.02 403 732 1384 145 7 -118.22 -118.09 431 34.1 132 34.06 -117.7 
4.3939 25 544 -118.43 132 14034 1549 3020 22 -121.32 -121.47 6266 37.31 2952 37.5 -122.31 
3.3869 52 180 -122.86 238 1669 1616 314 30 -121.27 -117.95 837 36.99 325 36.55 -119.39 
4.5156 40 1096 -122.32 1856 1806 5765 293 35 -118.5 -117.98 683 37.74 295 39.53 -121.53 
3.2969 34 428 -118.17 1105 1316 3085 263 38 -121.79 -122.5 671 37.47 278 33.84 -117.92 
3.6201 39 411 -119.64 312 3481 3679 808 21 -118.3 -122.11 1866 36.96 746 34.11 -117.81 
4.7 39 493 -122.04 736 1866 2548 300 37 -118.44 -119.06 822 35.37 305 37.61 -122.42 
2.6618 31 444 -119.71 483 1170 2285 303 37 -117.44 -121.92 766 37.27 302 38.28 -122.27 
7.6717 40 507 -119.72 438 4048 1799 513 26 -119.4 -118.46 1486 33.85 498 37.81 -122.12 
2.5259 25 587 -117.3 438 2914 2719 683 35 -121.83 -120.6 1562 33.77 638 32.73 -117.23 
4.1094 43 33 -117.65 311 1930 4145 363 14 -117.15 -117.07 990 37.03 322 38 -121.9 
